//trace_1 testcase (context time = 10, ISR activity time = 40)

    0, 75CPU burst
    375, 80 ,ISR body for end_io14
    455, 56 ,ISR body for end_io14
    511, 1, IRET
    512, 20, context restored
    532, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 30, ISR activity time = 80)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 30, context saved
    126, 1, find vector 6 in memory position 0x000C
    127, 1, load address 0X0639 into the PC
    128, 80 ,call device driver
    208, 80 ,call device driver
    288, 80 ,call device driver
    368, 25 ,call device driver
    393, 1, IRET
    394, 30, context restored
    424, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 30, context saved
    58, 1, find vector 6 in memory position 0x000C
    59, 1, load address 0X0639 into the PC
    60, 80 ,ISR body for end_io6
    140, 80 ,ISR body for end_io6
    220, 80 ,ISR body for end_io6
    300, 25 ,ISR body for end_io6
    325, 1, IRET
    326, 30, context restored
    356, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 30, context saved
    104, 1, find vector 17 in memory position 0x0022
    105, 1, load address 0X05B3 into the PC
    106, 80 ,call device driver
    186, 80 ,call device driver
    266, 75 ,call device driver
    341, 1, IRET
    342, 30, context restored
    372, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 30, context saved
    82, 1, find vector 17 in memory position 0x0022
    83, 1, load address 0X05B3 into the PC
    84, 80 ,ISR body for end_io17
    164, 80 ,ISR body for end_io17
    244, 75 ,ISR body for end_io17
    319, 1, IRET
    320, 30, context restored
    350, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 30, context saved
    120, 1, find vector 14 in memory position 0x001C
    121, 1, load address 0X0165 into the PC
    122, 80 ,call device driver
    202, 80 ,call device driver
    282, 80 ,call device driver
    362, 80 ,call device driver
    442, 80 ,call device driver
    522, 56 ,call device driver
    578, 1, IRET
    579, 30, context restored
    609, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 30, context saved
    63, 1, find vector 14 in memory position 0x001C
    64, 1, load address 0X0165 into the PC
    65, 80 ,ISR body for end_io14
    145, 80 ,ISR body for end_io14
    225, 80 ,ISR body for end_io14
    305, 80 ,ISR body for end_io14
    385, 80 ,ISR body for end_io14
    465, 56 ,ISR body for end_io14
    521, 1, IRET
    522, 30, context restored
    552, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 10, ISR activity time = 150)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 10, context saved
    106, 1, find vector 6 in memory position 0x000C
    107, 1, load address 0X0639 into the PC
    108, 150 ,call device driver
    258, 115 ,call device driver
    373, 1, IRET
    374, 10, context restored
    384, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 10, context saved
    38, 1, find vector 6 in memory position 0x000C
    39, 1, load address 0X0639 into the PC
    40, 150 ,ISR body for end_io6
    190, 115 ,ISR body for end_io6
    305, 1, IRET
    306, 10, context restored
    316, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 10, context saved
    84, 1, find vector 17 in memory position 0x0022
    85, 1, load address 0X05B3 into the PC
    86, 150 ,call device driver
    236, 85 ,call device driver
    321, 1, IRET
    322, 10, context restored
    332, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 10, context saved
    62, 1, find vector 17 in memory position 0x0022
    63, 1, load address 0X05B3 into the PC
    64, 150 ,ISR body for end_io17
    214, 85 ,ISR body for end_io17
    299, 1, IRET
    300, 10, context restored
    310, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 10, context saved
    100, 1, find vector 14 in memory position 0x001C
    101, 1, load address 0X0165 into the PC
    102, 150 ,call device driver
    252, 150 ,call device driver
    402, 150 ,call device driver
    552, 6 ,call device driver
    558, 1, IRET
    559, 10, context restored
    569, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 10, context saved
    43, 1, find vector 14 in memory position 0x001C
    44, 1, load address 0X0165 into the PC
    45, 150 ,ISR body for end_io14
    195, 150 ,ISR body for end_io14
    345, 150 ,ISR body for end_io14
    495, 6 ,ISR body for end_io14
    501, 1, IRET
    502, 10, context restored
    512, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 20, ISR activity time = 150)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 20, context saved
    116, 1, find vector 6 in memory position 0x000C
    117, 1, load address 0X0639 into the PC
    118, 150 ,call device driver
    268, 115 ,call device driver
    383, 1, IRET
    384, 20, context restored
    404, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 20, context saved
    48, 1, find vector 6 in memory position 0x000C
    49, 1, load address 0X0639 into the PC
    50, 150 ,ISR body for end_io6
    200, 115 ,ISR body for end_io6
    315, 1, IRET
    316, 20, context restored
    336, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 20, context saved
    94, 1, find vector 17 in memory position 0x0022
    95, 1, load address 0X05B3 into the PC
    96, 150 ,call device driver
    246, 85 ,call device driver
    331, 1, IRET
    332, 20, context restored
    352, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 20, context saved
    72, 1, find vector 17 in memory position 0x0022
    73, 1, load address 0X05B3 into the PC
    74, 150 ,ISR body for end_io17
    224, 85 ,ISR body for end_io17
    309, 1, IRET
    310, 20, context restored
    330, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 20, context saved
    110, 1, find vector 14 in memory position 0x001C
    111, 1, load address 0X0165 into the PC
    112, 150 ,call device driver
    262, 150 ,call device driver
    412, 150 ,call device driver
    562, 6 ,call device driver
    568, 1, IRET
    569, 20, context restored
    589, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 20, context saved
    53, 1, find vector 14 in memory position 0x001C
    54, 1, load address 0X0165 into the PC
    55, 150 ,ISR body for end_io14
    205, 150 ,ISR body for end_io14
    355, 150 ,ISR body for end_io14
    505, 6 ,ISR body for end_io14
    511, 1, IRET
    512, 20, context restored
    532, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 30, ISR activity time = 150)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 30, context saved
    126, 1, find vector 6 in memory position 0x000C
    127, 1, load address 0X0639 into the PC
    128, 150 ,call device driver
    278, 115 ,call device driver
    393, 1, IRET
    394, 30, context restored
    424, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 30, context saved
    58, 1, find vector 6 in memory position 0x000C
    59, 1, load address 0X0639 into the PC
    60, 150 ,ISR body for end_io6
    210, 115 ,ISR body for end_io6
    325, 1, IRET
    326, 30, context restored
    356, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 30, context saved
    104, 1, find vector 17 in memory position 0x0022
    105, 1, load address 0X05B3 into the PC
    106, 150 ,call device driver
    256, 85 ,call device driver
    341, 1, IRET
    342, 30, context restored
    372, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 30, context saved
    82, 1, find vector 17 in memory position 0x0022
    83, 1, load address 0X05B3 into the PC
    84, 150 ,ISR body for end_io17
    234, 85 ,ISR body for end_io17
    319, 1, IRET
    320, 30, context restored
    350, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 30, context saved
    120, 1, find vector 14 in memory position 0x001C
    121, 1, load address 0X0165 into the PC
    122, 150 ,call device driver
    272, 150 ,call device driver
    422, 150 ,call device driver
    572, 6 ,call device driver
    578, 1, IRET
    579, 30, context restored
    609, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 30, context saved
    63, 1, find vector 14 in memory position 0x001C
    64, 1, load address 0X0165 into the PC
    65, 150 ,ISR body for end_io14
    215, 150 ,ISR body for end_io14
    365, 150 ,ISR body for end_io14
    515, 6 ,ISR body for end_io14
    521, 1, IRET
    522, 30, context restored
    552, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 10, ISR activity time = 200)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 10, context saved
    106, 1, find vector 6 in memory position 0x000C
    107, 1, load address 0X0639 into the PC
    108, 200 ,call device driver
    308, 65 ,call device driver
    373, 1, IRET
    374, 10, context restored
    384, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 10, context saved
    38, 1, find vector 6 in memory position 0x000C
    39, 1, load address 0X0639 into the PC
    40, 200 ,ISR body for end_io6
    240, 65 ,ISR body for end_io6
    305, 1, IRET
    306, 10, context restored
    316, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 10, context saved
    84, 1, find vector 17 in memory position 0x0022
    85, 1, load address 0X05B3 into the PC
    86, 200 ,call device driver
    286, 35 ,call device driver
    321, 1, IRET
    322, 10, context restored
    332, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 10, context saved
    62, 1, find vector 17 in memory position 0x0022
    63, 1, load address 0X05B3 into the PC
    64, 200 ,ISR body for end_io17
    264, 35 ,ISR body for end_io17
    299, 1, IRET
    300, 10, context restored
    310, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 10, context saved
    100, 1, find vector 14 in memory position 0x001C
    101, 1, load address 0X0165 into the PC
    102, 200 ,call device driver
    302, 200 ,call device driver
    502, 56 ,call device driver
    558, 1, IRET
    559, 10, context restored
    569, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 10, context saved
    43, 1, find vector 14 in memory position 0x001C
    44, 1, load address 0X0165 into the PC
    45, 200 ,ISR body for end_io14
    245, 200 ,ISR body for end_io14
    445, 56 ,ISR body for end_io14
    501, 1, IRET
    502, 10, context restored
    512, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 20, ISR activity time = 200)

    0, 95CPU burst
    95, 1, switch to kernel mode
    96, 20, context saved
    116, 1, find vector 6 in memory position 0x000C
    117, 1, load address 0X0639 into the PC
    118, 200 ,call device driver
    318, 65 ,call device driver
    383, 1, IRET
    384, 20, context restored
    404, 1, switch to user mode
    1, 26CPU burst
    27, 1, switch to kernel mode
    28, 20, context saved
    48, 1, find vector 6 in memory position 0x000C
    49, 1, load address 0X0639 into the PC
    50, 200 ,ISR body for end_io6
    250, 65 ,ISR body for end_io6
    315, 1, IRET
    316, 20, context restored
    336, 1, switch to user mode
    1, 72CPU burst
    73, 1, switch to kernel mode
    74, 20, context saved
    94, 1, find vector 17 in memory position 0x0022
    95, 1, load address 0X05B3 into the PC
    96, 200 ,call device driver
    296, 35 ,call device driver
    331, 1, IRET
    332, 20, context restored
    352, 1, switch to user mode
    1, 50CPU burst
    51, 1, switch to kernel mode
    52, 20, context saved
    72, 1, find vector 17 in memory position 0x0022
    73, 1, load address 0X05B3 into the PC
    74, 200 ,ISR body for end_io17
    274, 35 ,ISR body for end_io17
    309, 1, IRET
    310, 20, context restored
    330, 1, switch to user mode
    1, 88CPU burst
    89, 1, switch to kernel mode
    90, 20, context saved
    110, 1, find vector 14 in memory position 0x001C
    111, 1, load address 0X0165 into the PC
    112, 200 ,call device driver
    312, 200 ,call device driver
    512, 56 ,call device driver
    568, 1, IRET
    569, 20, context restored
    589, 1, switch to user mode
    1, 31CPU burst
    32, 1, switch to kernel mode
    33, 20, context saved
    53, 1, find vector 14 in memory position 0x001C
    54, 1, load address 0X0165 into the PC
    55, 200 ,ISR body for end_io14
    255, 200 ,ISR body for end_io14
    455, 56 ,ISR body for end_io14
    511, 1, IRET
    512, 20, context restored
    532, 1, switch to user mode
    1, 52CPU burst


//trace_2 testcase (context time = 30, ISR activity time = 200)

0, 95CPU burst
95, 1, switch to kernel mode
96, 30, context saved
126, 1, find vector 6 in memory position 0x000C
127, 1, load address 0X0639 into the PC
128, 200 ,call device driver
328, 65 ,call device driver
393, 1, IRET
394, 30, context restored
424, 1, switch to user mode
1, 26CPU burst
27, 1, switch to kernel mode
28, 30, context saved
58, 1, find vector 6 in memory position 0x000C
59, 1, load address 0X0639 into the PC
60, 200 ,ISR body for end_io6
260, 65 ,ISR body for end_io6
325, 1, IRET
326, 30, context restored
356, 1, switch to user mode
1, 72CPU burst
73, 1, switch to kernel mode
74, 30, context saved
104, 1, find vector 17 in memory position 0x0022
105, 1, load address 0X05B3 into the PC
106, 200 ,call device driver
306, 35 ,call device driver
341, 1, IRET
342, 30, context restored
372, 1, switch to user mode
1, 50CPU burst
51, 1, switch to kernel mode
52, 30, context saved
82, 1, find vector 17 in memory position 0x0022
83, 1, load address 0X05B3 into the PC
84, 200 ,ISR body for end_io17
284, 35 ,ISR body for end_io17
319, 1, IRET
320, 30, context restored
350, 1, switch to user mode
1, 88CPU burst
89, 1, switch to kernel mode
90, 30, context saved
120, 1, find vector 14 in memory position 0x001C
121, 1, load address 0X0165 into the PC
122, 200 ,call device driver
322, 200 ,call device driver
522, 56 ,call device driver
578, 1, IRET
579, 30, context restored
609, 1, switch to user mode
1, 31CPU burst
32, 1, switch to kernel mode
33, 30, context saved
63, 1, find vector 14 in memory position 0x001C
64, 1, load address 0X0165 into the PC
65, 200 ,ISR body for end_io14
265, 200 ,ISR body for end_io14
465, 56 ,ISR body for end_io14
521, 1, IRET
522, 30, context restored
552, 1, switch to user mode
1, 52CPU burst
